id,category,title,body,amenities,bathrooms,bedrooms,currency,fee,has_photo,pets_allowed,price,price_display,price_type,square_feet,address,cityname,state,latitude,longitude,source,time
5664596980,housing/rent/apartment,One BR 875 River Road,"This unit is located at 875 River Road, Edgewater, 07020, NJMonthly rental rates range from $2998 - $5005We have one - three beds units available for rent",,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",2998,"$2,998 ",Monthly,1000,875 River Rd,Edgewater,NJ,40.8342,-73.9735,RentLingo,1577017041
5668630933,housing/rent/apartment,"Four BR 5166 Parkside Drive,","This unit is located at 5166 Parkside Drive,, Mason, 45040, OHMonthly rental rates range from $1775We have 4 beds units available for rent",,3.0,4.0,USD,No,Thumbnail,"Cats,Dogs",1775,"$1,775 ",Monthly,1804,5166 Parkside Dr,Mason,OH,39.3446,-84.3143,RentLingo,1577359727
5668636189,housing/rent/apartment,One BR 245 Tacoma Ave. S,"This unit is located at 245 Tacoma Ave. S, Tacoma, 98402, WAMonthly rental rates range from $1325 - $1800We have one - two beds units available for rent",,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1325,"$1,325 ",Monthly,579,245 Tacoma Avenue S,Tacoma,WA,47.2154,-122.4608,RentLingo,1577360092
5668632677,housing/rent/apartment,Studio apartment 505 4th Street SW,"This unit is located at 505 fourth Street SW, Minot, 58701, NDMonthly rental rates range from $425 - $515We have studio - 2 beds units available for rent",,1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",425,$425 ,Monthly,400,505 4th St SW,Minot,ND,48.2469,-101.3017,RentLingo,1577359854
5668637394,housing/rent/apartment,Three BR 11313 NW 121st Place,"This unit is located at 11313 NW 121st Place, Yukon, 73099, OKMonthly rental rates range from $1145We have 3 beds units available for rent",,2.0,3.0,USD,No,Thumbnail,,1145,"$1,145 ",Monthly,1600,11313 NW 121st Place,Yukon,OK,35.4975,-97.7329,RentLingo,1577360157
5659918857,housing/rent/apartment,Three BR 10839 Haskins,"This unit is located at 10839 Haskins, Lenexa, 66210, KSMonthly rental rates range from $1495We have 3 beds units available for rent",,2.5,3.0,USD,No,Thumbnail,Dogs,1495,"$1,495 ",Monthly,1425,10839 Haskins,Lenexa,KS,38.9329,-94.7538,RentLingo,1576667809
5668619129,housing/rent/apartment,Three BR 809 W. Nevada,"This unit is located at 809 W. Nevada, Urbana, 61801, ILMonthly rental rates range from $2385 - $3000We have three - four beds units available for rent Apartment features include:-- Furnished- Heat Included- In-Unit Laundry- Internet Included- Surface Parking- Cable Included- Dishwasher- Balcony, Deck, Patio","Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",3.0,3.0,USD,No,Thumbnail,,2385,"$2,385 ",Monthly,878,809 W Nevada,Urbana,IL,40.1171,-88.1889,RentLingo,1577358904
5668640072,housing/rent/apartment,Two BR 735 NW 29th St,"This unit is located at 735 NW 29th St, Corvallis, 97330, ORMonthly rental rates range from $1450We have 2 beds units available for rent",,1.5,2.0,USD,No,Thumbnail,,1450,"$1,450 ",Monthly,936,735 NW 29th St,Corvallis,OR,44.5716,-123.282,RentLingo,1577360360
5668613102,housing/rent/apartment,One BR 1610 Lombard Street,"This unit is located at 1610 Lombard Street, San Francisco, 94123, CAMonthly rental rates range from $3795We have 1 beds units available for rent Apartment features include:-- Sheltered parking- On-Site Laundry",Parking,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",3795,"$3,795 ",Monthly,648,1610 Lombard St,San Francisco,CA,37.7599,-122.4379,RentLingo,1577358519
5668620497,housing/rent/apartment,Two BR 7847 Jewel Lake Road,"This unit is located at 7847 Jewel Lake Road, Anchorage, 99502, AKMonthly rental rates range from $1020We have 2 beds units available for rent Apartment features include:-- Dishwasher- On-Site Laundry",Dishwasher,1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1020,"$1,020 ",Monthly,850,7847 Jewel Lake Rd,Anchorage,AK,61.1723,-149.8414,RentLingo,1577359002
5508746826,housing/rent/apartment,"Charming One BR, One BA. Parking Available!","SPECIALS: six weeks free rent! Receive a free move or $100 gift card after move in. Inquire. Actual market rent on 1 beds is $1275, two beds is $1645, and 3 beds $2440. The six weeks free special has already been factored into the price shown as your net effective average rent after special. Tired of the commute Why not live right next to downtown in a peaceful community next to a golf course With this amazing special, it's the perfect time to check out this brand new community! The Kessler Park and Trinity Groves areas are seeing a huge regeneration. With easy access to 30 and 35, you have easy access and a quick trip home! Looking for a 1, 2 or three beds and feeling a little overwhelmed Not finding what you are really wanting and looking for Just share with us your basic needs. budget, time frame, location, and so on. and we will get busy preparing a customized report that will show you all of the options on the market closely fitting your criteria.",Parking,1.0,1.0,USD,No,Thumbnail,,1115,"$1,115 ",Monthly,732,,Dallas,TX,32.8162,-96.8887,RentDigs.com,1568749495
5664572405,housing/rent/apartment,One BR 859 Lakeview Avenue,"This unit is located at 859 Lakeview Avenue, Lowell, 1850, MAMonthly rental rates range from $1289 - $1399We have one - two beds units available for rent Apartment available amenities:-- Surface Parking- Heat Included- On-Site Laundry- Ac- Carpet- Refrigerator- Balcony, Deck, Patio- Living Room","Cable or Satellite,Parking,Patio/Deck,Refrigerator",1.0,1.0,USD,No,Thumbnail,,1289,"$1,289 ",Monthly,620,859 Lakeview Ave,Lowell,MA,42.6398,-71.3184,RentLingo,1577015154
5509246642,housing/rent/apartment,The Grant School Lofts are Pittsburgh's first suburban loft project.,"Located just 5mis from Downtown Pittsburgh, the lofts offer a wide variety of custom floor plans and amenities. This conversion blends the great feature of a 100yr old school with the conveniences of state of the art living. Combine with Steiner Realty's proactive maintenance staff, this building truly is 1 of a kind!three Beds: The stunning 3 beds are breath taking. Featuring coffered ceilings, original refinished pine flooring, large Eagle windows, private patios/balconies, and state of the art fully equipped kitchens. These two level lofts will dazzle all visitors! 2 Beds: Featuring similar amenities as the 3 beds, these units are smaller, but still provide 1st class luxurious. Some feature original cherry wood, double French doors, and dramatic views. 1 Beds: The 1 beds provide copious amounts of natural light via the large Eagle windows. Up-to-date kitchens and custom designs. Lofted bedroom offers privacy! $200 Pet Deposit per cat refundable, assuming no damage caused, $10 monthly cat privilege per cat.",,1.5,1.0,USD,No,Yes,,1550,"$1,550 ",Monthly,850,,Pittsburgh,PA,40.5007,-80.0667,RentDigs.com,1568780784
5668629442,housing/rent/apartment,One BR 2588 N Houston St Apartment 1619,"This unit is located at 2588 N Houston St Apartment 1619, Dallas, 75219, TXMonthly rental rates range from $2186We have 1 beds units available for rent",,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",2186,"$2,186 ",Monthly,843,2588 N Houston St Apartment 1619,Dallas,TX,32.8212,-96.7853,RentLingo,1577359617
5668621428,housing/rent/apartment,Four BR 621-623 E Green,"This unit is located at 621-623 E Green, Champaign, 61820, ILMonthly rental rates range from $2995We have 4 beds units available for rent Apartment features include:-- In-Unit Laundry- Balcony, Deck, Patio- On Bus Line- Refrigerator- Internet Included- Dishwasher- Range / Oven- Hard wood floors","Dishwasher,Internet Access,Patio/Deck,Refrigerator",3.0,4.0,USD,No,Thumbnail,,2995,"$2,995 ",Monthly,1500,621-623 E Green,Champaign,IL,40.1145,-88.2723,RentLingo,1577359059
5668634997,housing/rent/apartment,One BR 8874 Coleman Blvd,"This unit is located at 8874 Coleman Blvd, Frisco, 75034, TXMonthly rental rates range from $1146 - $1916We have one - three beds units available for rent","Dishwasher,Elevator,Parking,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1146,"$1,146 ",Monthly,741,8874 Coleman Boulevard,Frisco,TX,33.1598,-96.8097,RentLingo,1577360019
5668616749,housing/rent/apartment,One BR 7401 E. Speedway Blvd.,"This unit is located at 7401 E. Speedway Blvd., Tucson, 85710, AZMonthly rental rates range from $900 - $1115We have one - two beds units available for rent Apartment features include:-- Fitness facilities- Business facility- Pool",Pool,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",900,$900 ,Monthly,701,7401 E Speedway Boulevard,Tucson,AZ,32.2264,-110.9438,RentLingo,1577358746
5668615090,housing/rent/apartment,One BR 3801 N. Meridian St,"This unit is located at 3801 N. Meridian St, Indianapolis, 46208, INMonthly rental rates range from $885 - $1599We have one - three beds units available for rent Apartment features include:-- A/c- Balcony, Deck, Patio- Dishwasher- Fitness facilities- Sheltered parking- On-Site Laundry- Storage- Controlled Access","Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,View",1.0,1.0,USD,No,Thumbnail,Cats,885,$885 ,Monthly,645,3801 N Meridian St,Indianapolis,IN,39.7953,-86.1387,RentLingo,1577358651
5668610470,housing/rent/apartment,One BR 4980 Usaa Blvd.,"This unit is located at 4980 Usaa Blvd., San Antonio, 78240, TXMonthly rental rates range from $1012 - $1642We have one - three beds units available for rent Apartment features include:-- Dishwasher- On-Site Laundry- Fitness facilities",Dishwasher,1.0,1.0,USD,No,Thumbnail,,1012,"$1,012 ",Monthly,646,4980 Usaa Boulevard,San Antonio,TX,29.4624,-98.5253,RentLingo,1577358326
5668622927,housing/rent/apartment,Three BR 137 Castlewood Lane,"This unit is located at 137 Castlewood Lane, Elgin, 29045, SCMonthly rental rates range from $1199We have 3 beds units available for rent",,3.0,3.0,USD,No,Thumbnail,"Cats,Dogs",1199,"$1,199 ",Monthly,1370,137 Castlewood Ln,Elgin,SC,34.1845,-80.804,RentLingo,1577359144
5668621449,housing/rent/apartment,Two BR 105 N Busey / 809-813 W Springfield,"This unit is located at 105 N Busey / 809-813 W Springfield, Urbana, 61801, ILMonthly rental rates range from $840 - $1140We have two - four beds units available for rent Apartment features include:-- Furnished- On Bus Line- Air conditioner- Dishwasher- Student- Balcony, Deck, Patio- On-Site Laundry","Dishwasher,Patio/Deck",1.0,2.0,USD,No,Thumbnail,,840,$840 ,Monthly,549,105 N Busey  809-813 W Springfield,Urbana,IL,40.1171,-88.1889,RentLingo,1577359060
5509262129,housing/rent/apartment,Pasadena Luxurious 1 + 1,"Square footage: 981 sq-ft, unit number: 104. We believe that elevating where you come home every day is about blending it seamlessly with how you live. We go to great lengths designing amenities and choosing locations that put everything within reach. Where you choose to live, is where you come alive. Apartments in We welcome you to a highly sophisticated apartment community in the heart of Old Town. Discover an amazing series of studio, one- and 2 beds apartments that cater to all your needs. You will be privy to a range of top-of-the-line amenities like natural wood cabinets, private decks, central a/v, high ceilings, vinyl wood plank flooring and much more all within the comfort of your own home. Here, you can also experience a wealth of fantastic facilities in the community that include an on-site Metro Gold Line stop, a yoga studio, a twenty-four hour fitness facilities, a grand public, and a club house.","AC,Clubhouse,Gym",1.0,1.0,USD,No,Yes,,2552,"$2,552 ",Monthly,981,,Pasadena,CA,34.1375,-118.1656,RentDigs.com,1568781696
5668637880,housing/rent/apartment,Two BR 7217 North 5 Mile Road,"This unit is located at 7217 North 5mi Road, Spokane, 99208, WAMonthly rental rates range from $1995We have 2 beds units available for rent",,2.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1995,"$1,995 ",Monthly,1100,7217 North 5 Mile Rd,Spokane,WA,47.6794,-117.4018,RentLingo,1577360187
5664598464,housing/rent/apartment,Four BR 3400 Bavaria Road,"This unit is located at 3400 Bavaria Road, Chaska, 55318, MNMonthly rental rates range from $4500We have 4 beds units available for rent",,4.0,4.0,USD,No,Thumbnail,,4500,"$4,500 ",Monthly,4113,3400 Bavaria Rd,Chaska,MN,44.8119,-93.6091,RentLingo,1577017174
5664577073,housing/rent/apartment,Studio apartment 152-156 West End Circle,"This unit is located at 152-156 West End Circle, Verona, 53593, WIMonthly rental rates range from $995 - $1395We have studio - 2 beds units available for rent Apartment available amenities:-- Internet Included- Fitness facilities- Controlled Access- Dishwasher- Storage- Den- Air conditioned- Balcony, Deck, Patio","Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator,Storage",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",995,$995 ,Monthly,600,152-156 West End Cir,Verona,WI,42.9908,-89.5684,RentLingo,1577015527
5668613821,housing/rent/apartment,Two BR 5735 29th Avenue,"This unit is located at 5735 29th Avenue, Hyattsville, 20782, MDMonthly rental rates range from $1465We have 2 beds units available for rent Apartment features include:-- On Bus Line",,1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1465,"$1,465 ",Monthly,800,5735 29th Ave,Hyattsville,MD,38.9633,-76.9375,RentLingo,1577358557
5668614026,housing/rent/apartment,One BR 6464 San Felipe,The Gables at 6464 San Felipe has a sandstone facade with landscaping that complements the area. It’s well maintained as the facade and paint are fresh and matched with manicured landscaping. The amenities are limited to the pool and fitness facilities. Units have a neutral paint theme and are open with an average amount of storage. The complex is located on a very busy street.,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,Wood Floors",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1255,"$1,255 ",Monthly,789,6464 San Felipe,Houston,TX,29.7714,-95.4343,RentLingo,1577358571
5509160580,housing/rent/apartment,BRAND NEW 1 BR APARTMENTS NOW OPEN. Pet OK!,"Our newest 1 West Phase III that just opened Spring 2018 feature premium upgrades and include free water/sewer, a full-size washer / dryer, and trash!Glenbrook East and West Apartment Homes in Durham, North Carolina, features 1 beds garden-style apartments and 2 beds townhomes. Located off of Garrett near, this south Durham community is close to Chapel Hill, the University of North Hill and Duke. A wide variety of shopping, restaurant, and entertainment options are fingertips. Our residents also have access to a fitness room and club house that can be reserved for private events. offers a variety of options for renters in the Durham market. Apply today to reserve your new home!The leasing office for Glenbrook East and West is Garrett, Durham, NC. Life is full of choices, choose what's right for you! footage is approximate. may not be of viewing. s for current rates. More units available: one Bd / 1 Bedrooms 700 square ft for $810/mo | one Bd / 1 Bedrooms 535 square ft for $855/mo","Clubhouse,Gym,Washer Dryer",2.5,2.0,USD,No,No,"Cats,Dogs",1240,"$1,240 ",Monthly,1162,,Durham,NC,35.9907,-78.9074,RentDigs.com,1568777161
5668623473,housing/rent/apartment,One BR 223 Brackenridge Ave,"This unit is located at 223 Brackenridge Ave, San Antonio, 78209, TXMonthly rental rates range from $1091 - $2182We have one - three beds units available for rent Apartment features include:-- Fitness facilities- On-Site Laundry","Gym,Parking,Patio/Deck,Pool",1.0,1.0,USD,No,Thumbnail,,1091,"$1,091 ",Monthly,594,223 Brackenridge Avenue,San Antonio,TX,29.4624,-98.5253,RentLingo,1577359178
5659899387,housing/rent/apartment,Studio apartment 260 Leigh Farm Road,"This unit is located at 260 Leigh Farm Road, Durham, 27707, NCMonthly rental rates range from $1026 - $1446We have studio - 2 beds units available for rent Apartment features include:-- Sheltered parking- Dishwasher- Surface Parking- Storage- In-Unit Laundry- Balcony, Deck, Patio- Fitness facilities- Air conditioned","Dishwasher,Elevator,Luxury,Parking,Patio/Deck,Storage",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1026,"$1,026 ",Monthly,669,260 Leigh Farm Rd,Durham,NC,35.9907,-78.9074,RentLingo,1576666507
